Cuenta,EtiquetaReal,Edad,Genero,#Dependientes,NivelEducacion,EstadoCivil,CategoriaIngreso,CategoriaTarjeta,MesesEnBanco,#Productos,MesInactivoUltAnio,#ContactosUltAnio,CreditoLimite,SaldoGastado,SaldoAbierto,CambioMontoTransaccion,ImporteTransaccionesUltAnio,#TransaccionesUltAnio,Cambio#Transacciones,VelocidadUso
714580158,Existing Customer,27,M,0.6,Post-Graduate,Married,$40K - $60K,Blue,36.3,4.1,0.2,4.4,2933.5,1934.21784359915,999.28215640085,0.419976952908614,3833.2,71.2860759859426,0.457186044764279,0.693989549239367
720511608,Existing Customer,40.5,F,1.3,Graduate,Married,Unknown,Blue,25.7,5.6,3.3,3.3,16112,1325.13524216678,14786.8647578332,0.686959011430954,1691.7,26.7520060302839,0.502993121401236,0.051459557646305
708913233,Existing Customer,35.8,M,0.4,High School,Married,$40K - $60K,Blue,28.4,2.1,4.9,2.9,3093.2,871.200124168546,2221.99987583145,0.875519651094836,1541.7,35.8900130497569,0.480103200248625,0.260067742785161
787643658,Existing Customer,60.4,M,-0.2,Graduate,Married,$60K - $80K,Blue,54.4,7.6,0.5,4.6,12708.4,2501.88833995065,10206.5116600493,0.488943325187598,1606.7,35.4991291386028,0.552849421968951,0.263514942506037
779138883,Existing Customer,49.9,M,0.1,Graduate,Married,$60K - $80K,Blue,38.9,4.8,2.1,3.4,4370.3,509.81144715794,3860.48855284206,0.876823767327119,1797,41.3218830559728,0.119296501859796,-0.025002920150316
778401033,Existing Customer,31.3,M,-0.4,High School,Married,$60K - $80K,Blue,8.3,3.4,3.2,4.3,14238.7,1866.07355557036,12372.6264444296,0.994502095670589,1509.5,36.6710318740158,0.974233872460909,0.100181594879679
711048783,Existing Customer,43.7,M,4.3,Doctorate,Married,$80K - $120K,Blue,31.1,3.3,2.3,3.4,33776.2,-270.02458825986,34046.2245882599,0.702741248085681,1543.9,39.8324994014152,0.594355181947096,-0.083268944623476
721415658,Existing Customer,38.1,F,0,Graduate,Married,$40K - $60K,Blue,28.5,4.5,0.2,1.3,2402,2126.200640896,275.799359104,1.62324330922745,2626.6,57.9894812078195,1.48754535113098,0.856329007601096
718563483,Existing Customer,32.9,M,1.4,Unknown,Divorced,$120K +,Blue,12.1,2.6,2.6,2.2,1283.8,-259.220396460427,1543.02039646043,0.915995002267051,2532.8,68.712965304603,0.406205471215997,-0.064332365480063
718068933,Existing Customer,33.5,F,3.7,Uneducated,Single,Less than $40K,Blue,32.8,3.8,2,3.3,5484.7,1833.38915298531,3651.31084701469,0.764961990553126,2106.8,65.7298169637397,0.509813191434763,0.250493485511607
792565908,Existing Customer,34.4,F,1.3,Uneducated,Single,Less than $40K,Blue,26.5,6.1,2.8,3.5,2810.9,1637.99497413231,1172.90502586769,1.02685010647043,2263.6,52.6488875756114,1.04013916193948,0.548343908001131
718346658,Existing Customer,49,F,0.5,Graduate,Married,Less than $40K,Blue,38.3,2.1,2.6,3.6,1787.2,871.287586268505,915.912413731495,0.490929293731674,2054.9,55.5719719709226,0.813967806062309,0.752071336340117
709735008,Existing Customer,32.7,M,2.9,High School,Married,$80K - $120K,Blue,17.2,3.5,0.6,4,3153.7,1491.25973303764,1662.44026696236,0.724338834138957,1753.9,37.1801729957359,0.803508254208058,0.486911305850695
814593858,Existing Customer,56.5,M,4.2,High School,Single,$120K +,Blue,48.5,3.7,0.3,2.9,6117.5,1861.91578856111,4255.58421143889,0.597530704909673,1237.9,37.1985725369375,0.556830882146773,0.352771053000188
718416858,Existing Customer,43.7,M,3.4,Graduate,Married,$60K - $80K,Blue,38.7,4.9,3.4,2.8,10927.8,2286.1259617982,8641.6740382018,1.14280203443628,2046.1,46.0925000739786,0.623014499245128,0.29593889019981
710424408,Existing Customer,66,M,3.7,Graduate,Married,Less than $40K,Blue,35.5,3.2,1.1,4,2190.1,1352.67890075,837.42109925,0.843870483026844,1204.2,25.8415547497204,1.45186419583609,0.657131863427307
709986633,Existing Customer,30.7,M,0.5,High School,Married,$40K - $60K,Blue,39.9,1.2,0.1,3.1,934.9,10.4072129165867,924.492787083413,0.641991148565905,2236.8,41.307456179798,0.474959986373545,-0.012219826082377
771349458,Existing Customer,35.2,M,2.9,Graduate,Married,$40K - $60K,Blue,17.5,5.9,2.1,3,5204.6,1628.81096169204,3575.78903830796,1.15103346898256,1635.5,46.7404501668932,0.732224328286014,0.256866181594297
780557658,Existing Customer,63.8,F,-0.9,Uneducated,Married,Unknown,Blue,51.4,5.8,3.2,1.2,11335.6,-190.364747320199,11525.9647473202,1.06010188970215,1416.6,37.2133350561822,0.549204402479628,0.098244550372528
717591483,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,39.3,5.6,0.1,2.8,3414,1617.18172247455,1796.81827752545,0.701996183352704,1919.6,52.521465260911,0.803703928883058,0.635307386589109
712281183,Existing Customer,55.9,M,5.4,Graduate,Married,$120K +,Blue,34.2,2.9,1.7,2.8,24035.5,1194.21097474866,22841.2890252513,0.493293308388979,1275.7,26.7797710179985,0.784568105699386,0.075612456034608
771544533,Attrited Customer,44.6,F,4.4,High School,Married,Unknown,Blue,31.4,2.1,0.3,4,3599.9,350.593786925385,3249.30621307461,0.866064819083227,716.6,38.283883325228,0.639048922074581,-0.036173199425568
717831783,Existing Customer,56.6,F,2,Uneducated,Married,Less than $40K,Blue,42.7,1.4,3.6,3.8,2074,1171.65588836492,902.34411163508,0.591588959418518,1448.3,32.0928782845468,0.231297026683082,0.696629378291119
716757033,Existing Customer,39.2,M,4.4,Post-Graduate,Married,$40K - $60K,Blue,24.7,4.3,0.2,3.9,6817,1344.07570475821,5472.92429524179,1.39407149935962,3146.8,51.1210620658481,0.514031057901532,0.306587416221143
708799983,Attrited Customer,41.8,M,1.1,Post-Graduate,Married,$60K - $80K,Blue,31.8,4.1,3.3,3.5,18519.8,789.65379776165,17730.1462022383,0.567423758488072,1864.5,42.4587309642433,0.561064580326057,-0.021700605848357
778882758,Existing Customer,56.4,F,1.1,Unknown,Married,Unknown,Blue,40,6,5.4,3.2,4068.5,1811.92508293907,2256.57491706093,0.991272717370645,1922.6,45.4872687029239,1.61070231083738,0.633607084184789
741344808,Existing Customer,41.2,F,1.9,Graduate,Married,Less than $40K,Blue,28.9,5.9,1.9,4.2,6034.5,1940.82721876511,4093.67278123489,1.63728328368355,3117.6,60.6381423816796,0.893734219058715,0.419671291666078
766429908,Existing Customer,49.8,M,3.8,High School,Unknown,$60K - $80K,Blue,37.8,6,0.6,2,2994.3,1080.99977008111,1913.30022991889,1.06699627995597,1726.8,38.6588155741545,0.586421135697275,0.318091407576418
714767508,Existing Customer,38.8,M,1.7,Graduate,Married,$40K - $60K,Blue,28.9,6.1,3.7,1.1,9013.4,1650.86018409029,7362.53981590971,1.99603843124934,1985.1,33.1335746650614,1.37162382928782,0.136344612482655
720376008,Existing Customer,54.4,F,3.6,Graduate,Married,Less than $40K,Blue,42.9,6,1,4.8,6633.4,934.758926090902,5698.6410739091,0.599834708997799,2279.7,52.2670172883113,0.695882786955034,0.282897734095285
789079758,Existing Customer,44.5,M,5.2,Doctorate,Unknown,$120K +,Blue,28.3,1.2,2.2,2.2,34942.2,1104.97037379061,33837.2296262094,1.39437781700643,1585.9,53.7658755470881,0.701323530373615,-0.059419492076623
710749458,Existing Customer,66.1,F,0.6,Doctorate,Married,Less than $40K,Blue,51,4.2,0.9,3.6,5220.8,2294.69467868547,2926.10532131453,0.66871770408866,1555.9,38.6065163274473,0.694248156374695,0.373713808032229
778275783,Existing Customer,37.4,F,1.5,Unknown,Unknown,Less than $40K,Blue,31.9,5.8,1.6,2,2879.8,954.001238905298,1925.7987610947,1.01778184912969,2759.4,67.838459259753,0.306344281279164,0.54977051321743
811571733,Existing Customer,27.4,F,-0.6,Unknown,Single,Unknown,Blue,16.1,2.6,2,1.9,3155.4,1851.80084367091,1303.59915632909,0.334123738030051,2431.6,46.484561099861,0.470243327377614,0.791791294844193
718784358,Existing Customer,32.2,M,4.9,Uneducated,Single,$120K +,Blue,38.8,6.8,3.1,2.3,34290.4,2548.67992845414,31741.7200715459,0.990342674821168,2264.6,41.9465774591988,1.49054390457128,-0.025926284512438
751450008,Existing Customer,39.2,M,-0.6,Post-Graduate,Single,$40K - $60K,Blue,30.2,4.6,1.6,4.5,9870,1750.51585733554,8119.48414266446,0.866090012859105,1919.1,36.6943704267312,0.660814337024084,0.044532607507738
714024858,Existing Customer,36.6,M,2.8,High School,Married,$80K - $120K,Blue,28.1,1.4,1.6,2.5,7417.4,-69.89339815544,7487.29339815544,1.07527842052211,1813.7,36.6097510239614,0.872504592472027,0.083732177423408
808750458,Existing Customer,32.9,M,-0.6,Doctorate,Single,$60K - $80K,Blue,26,4.5,3.4,3,9560.3,707.013094675555,8853.28690532445,0.673142493188209,2173.1,58.1766934398239,0.764835609067986,-0.016500558203954
787509408,Existing Customer,26.6,M,1.7,College,Single,Unknown,Blue,17.3,5.6,3.7,2.2,2215.7,220.7569707005,1994.9430292995,0.984443632791513,2420.6,56.0847921384252,0.153508073581996,0.070770503981735
715216908,Existing Customer,48.6,M,3.4,Doctorate,Single,$80K - $120K,Blue,33.1,7.4,2.3,3.1,17783.5,1353.66919690723,16429.8308030928,0.213178442812774,1583.1,30.9491198474202,0.22705534425041,-0.014709976134008
779611008,Existing Customer,27.3,M,0.1,Graduate,Married,$40K - $60K,Blue,18.8,2.4,2.3,3.4,3988.1,215.116676189032,3772.98332381097,0.506851770546791,1705.4,59.0758225741864,0.55623318072041,0.046252444005303
708577308,Existing Customer,43.9,F,1,Unknown,Divorced,Less than $40K,Blue,32.5,4.6,1.9,3.6,2863.7,1652.80165254175,1210.89834745825,0.473958783585227,1376,45.6498793871125,0.995218522353182,0.403147303286124
708828258,Existing Customer,55.7,M,3.6,College,Married,$120K +,Blue,41.7,3.4,1.9,3,32555.1,1839.17125134373,30715.9287486563,0.483077543431678,1357.9,31.6866945099102,0.205757812780899,0.139381261936225
710208633,Existing Customer,36.1,F,0.3,Graduate,Married,Less than $40K,Blue,29.6,3.2,1.1,1.4,1855.5,1570.31846211389,285.18153788611,0.878955510955651,1639,42.8210679609658,0.625861727959848,0.775797011748644
824165658,Existing Customer,36.8,M,3.1,Unknown,Married,$80K - $120K,Blue,38.2,4.1,1.2,2.3,19425.8,2458.39555249603,16967.404447504,0.915774618898886,1475.5,29.1815926302366,1.12625575843849,0.097770364946837
788789658,Existing Customer,38.6,M,5.1,Unknown,Unknown,$80K - $120K,Blue,19.7,4.3,0.2,4.4,4176.1,2264.99140948226,1911.10859051774,0.784955630320703,1391.5,31.4069491781994,0.539795589209271,0.430484036175425
779367858,Existing Customer,40.5,M,4.3,High School,Married,$60K - $80K,Blue,25.6,3.6,3.7,3.5,6017.2,1778.45733914601,4238.74266085399,1.00525201912584,3026.5,52.7637538340631,0.905895140809642,0.234084195246032
711285633,Existing Customer,33.3,F,-0.5,Unknown,Single,Unknown,Blue,40,5.5,0.5,3.4,3124.8,2002.91449920088,1121.88550079912,1.5566031285078,3563.8,77.6339510903736,1.14069883444966,0.612956278351532
719831958,Existing Customer,49.5,M,2,College,Single,$120K +,Blue,37,5.7,2.6,4.5,34337.4,218.36214488974,34119.0378551103,0.556059154271762,2038.3,42.8251499647099,0.845705055721737,-0.013839949631176
717385983,Existing Customer,28.6,M,0.4,Graduate,Married,Less than $40K,Blue,17.4,5,6.5,2.8,2573.9,-426.032146200686,2999.93214620069,0.671516835055719,1586,30.7210201222288,0.832128812307366,-0.053905251916536
717581658,Existing Customer,48.8,M,2,Unknown,Single,$60K - $80K,Blue,38.7,3.6,0.8,1.8,2793.6,1959.30700219308,834.29299780692,1.51401403154954,1847.4,41.4601515516194,0.615249659443618,0.606975262486933
712576908,Existing Customer,31.6,M,0.3,High School,Married,$60K - $80K,Blue,38.9,6.1,1.1,4.7,4205.9,2325.38237842976,1880.51762157024,0.837850209824895,1996.4,30.9911540996458,0.848007173029322,0.466033128592791
721464783,Existing Customer,60.5,F,0.3,Graduate,Married,Less than $40K,Blue,36.7,1.2,2.8,2.1,1886,2015.49378424872,-129.49378424872,0.890722685946392,2014.1,49.8317555437225,0.911648760447429,0.926661323061991
713126733,Existing Customer,54.6,M,2,College,Married,$120K +,Blue,44.3,4.5,2.9,2.2,17163.4,2768.04659173989,14395.3534082601,0.684523205390269,1016.6,35.8483128034594,0.790247673541047,0.119299532245139
779811183,Existing Customer,36.9,F,2.2,Uneducated,Married,Less than $40K,Blue,22.1,2.9,1.5,2.9,2558.8,802.034051246561,1756.76594875344,0.951399890083135,1344.9,35.2761340453361,0.961554100863076,0.507551398822993
715256658,Existing Customer,48.3,M,2.5,College,Single,$60K - $80K,Blue,37.1,4.4,2.2,2.3,5911.4,1193.83527723942,4717.56472276058,0.780374852935566,3558.4,51.1889413229876,1.07009357923498,0.121794175410613
710227908,Existing Customer,38.4,F,3.5,Graduate,Single,Less than $40K,Blue,37,2.1,2.5,2.5,5916.3,1727.88791875443,4188.41208124557,0.669808031457821,2733.7,73.2559765839177,0.791611583101546,0.147042540158204
719431608,Existing Customer,63.5,F,1.3,College,Married,$40K - $60K,Blue,50.9,5.6,1.4,4.8,3415.3,1891.537966789,1523.762033211,0.845114350407552,1163,25.2240312096014,0.776441211239446,0.524227843453647
769751958,Existing Customer,54.6,M,1.1,Unknown,Married,$120K +,Blue,51.6,4.6,2.7,3,9374.2,1717.10771709779,7657.09228290221,0.395106520808351,2255.1,63.5513140687012,0.161459210937124,0.257167068902894
717999183,Existing Customer,38.5,M,4.1,High School,Married,$60K - $80K,Blue,35.2,7.1,2.5,2.8,4544.2,2099.81338100265,2444.38661899735,0.9944170129049,2117.1,54.8142560635552,0.995168488365742,0.358638893698632
713075283,Existing Customer,52.4,M,3.1,High School,Single,$120K +,Blue,36,6.6,0,4.3,20142.1,2759.84259614156,17382.2574038584,1.06754774721095,1780.6,50.4648787625529,1.00853852227345,0.084464731865782
711561108,Existing Customer,34.4,M,2,Graduate,Single,$80K - $120K,Blue,27.5,4.5,1.1,2.7,16108.5,1153.51999898815,14954.9800010119,0.635545892967864,2561.8,74.5601888057268,1.03973886946359,0.039555354419528
709854483,Existing Customer,36,F,0.1,High School,Married,Unknown,Blue,13.1,6.8,2.5,3,5117.3,2617.51874677758,2499.78125322242,1.59702587587367,2238,58.83208610567,0.526065174626994,0.463000752178755
806407308,Attrited Customer,55,F,1.2,College,Single,Unknown,Blue,50,7.3,2.1,2.5,13547.1,-276.172411265319,13823.2724112653,1.00558222534069,2252,35.6848990957694,0.100606251887403,0.052693067275333
713307708,Existing Customer,61.6,F,0.3,Unknown,Married,$40K - $60K,Blue,50.2,7.1,3.8,2.1,2859.9,2202.2491239356,657.6508760644,0.351827086945265,1341.2,42.8746442695493,0.741073357835726,0.856877293814745
720677733,Existing Customer,41.2,M,2,Graduate,Married,$80K - $120K,Silver,38.8,4,3.1,0.4,34864.4,697.967017342288,34166.4329826577,1.27679886962077,2851.4,62.6908953363705,0.859106674520507,0.087586615508938
715055433,Existing Customer,33.5,M,1.7,Uneducated,Married,$60K - $80K,Blue,26,6.9,2.2,3.1,1695.9,2054.48536577021,-358.58536577021,1.07529045857362,1806.9,47.8949857174659,0.428101282857966,0.830436805858123
715498308,Existing Customer,35.6,F,3.1,Graduate,Married,$40K - $60K,Blue,33.7,3.4,2,3.8,2915.2,1761.25714722364,1153.94285277636,0.964809492525657,1385.4,36.8519217516574,0.528136643291693,0.514075552496561
789959283,Existing Customer,37.7,M,3.6,College,Single,$80K - $120K,Blue,21.2,4.2,2.7,1.8,3627.4,1867.3051285805,1760.0948714195,0.785336530287045,1712.2,43.2546070920461,0.665900754811321,0.378663124112467
713536158,Existing Customer,67.3,M,0.2,College,Married,Less than $40K,Blue,52.7,3.8,2.1,1.3,4558.2,572.795104813665,3985.40489518633,0.629957148378801,1847.2,33.5231935869936,0.685577838634679,0.040809563041145
815299833,Existing Customer,36.9,F,2.7,Graduate,Married,Less than $40K,Blue,30.1,3.6,1.5,3.7,2742.8,1362.15124232824,1380.64875767176,1.35002472037517,2463.8,62.0112280689472,0.698231266049819,0.710957769608951
716612958,Existing Customer,37.7,F,1.2,College,Married,$40K - $60K,Blue,30.1,4.5,0.5,2,10797.3,1732.83061537202,9064.46938462798,0.970937619003939,1810.6,29.3304335087601,0.547145933788903,0.096273391923175
715859058,Existing Customer,52.6,M,1.3,Post-Graduate,Married,$120K +,Blue,41.3,7.5,2.5,3.8,2836.5,2186.77286736107,649.72713263893,0.442749519574956,1414.5,36.0364999122689,0.558555523154411,0.630676247392393
720668358,Existing Customer,58.6,M,-0.4,Uneducated,Single,$40K - $60K,Blue,48.5,4.8,3.9,2.7,2158.2,1419.01401749548,739.18598250452,0.85679991858586,1770,42.3309949513866,0.631243236728242,0.684954272587701
789187908,Existing Customer,53.3,M,1.8,Uneducated,Married,$80K - $120K,Blue,40,3.2,2.5,2.5,11337.5,2187.16414859797,9150.33585140203,0.45686933562889,1556.1,31.1777835193141,0.961644415933779,0.172421008537841
717100833,Existing Customer,35.2,F,0.4,High School,Married,Less than $40K,Blue,30.1,5.2,6.1,2.4,3420.1,-483.576412837742,3903.67641283774,0.229723126369076,1228.9,26.6487054050501,0.911686458055452,0.092545210152711
720122808,Attrited Customer,54.5,M,3.7,High School,Married,$60K - $80K,Silver,37.5,2.5,4,3.9,33055.2,40.6367494553551,33014.5632505446,0.922817547989633,598.2,10.7786635965014,0.316674237669051,0.009189844189162
709085358,Existing Customer,37.2,M,-0.5,Graduate,Single,$60K - $80K,Blue,39.9,2.3,3.2,4.5,2061.7,1657.83352602517,403.86647397483,0.402588096468567,2504.8,63.4499365008325,0.504801271188487,0.72269437784392
715785933,Existing Customer,56.2,M,4.7,College,Married,$80K - $120K,Blue,48.6,3.9,2.6,0.6,3600.2,1632.04357326068,1968.15642673932,0.813317952825401,1824.3,60.0494160025069,0.508183677239364,0.402602328854956
717159858,Existing Customer,24,M,0.5,High School,Single,$60K - $80K,Blue,20.5,6.7,2.1,2.3,2896.6,1406.88662860102,1489.71337139898,0.911604990280898,2270.9,61.8315926851094,0.746311213990819,0.580361697471714
787516908,Existing Customer,56.4,F,0.8,Graduate,Married,Less than $40K,Blue,48.2,5.8,3,2.9,2720.8,1538.65337434053,1182.14662565947,0.821739656142108,1643.1,51.2832638506488,0.906546657431851,0.634907645609895
713216883,Existing Customer,63.3,F,1,Unknown,Married,Less than $40K,Blue,51,5.7,3.5,3.8,3101.1,2098.21816439439,1002.88183560561,1.43574848392776,2167,42.099769428244,0.940274302086707,0.448442030310958
709361058,Existing Customer,37.7,M,0.9,Graduate,Married,$60K - $80K,Blue,27.9,5.6,1.5,2.6,7942.7,360.689968427433,7582.01003157257,0.929264842358024,1771,53.9940394431474,0.449172326675148,0.092097096351304
773383158,Existing Customer,31.7,F,1.3,College,Single,Less than $40K,Blue,27.5,3,3.5,3.2,5396.7,72.031932619983,5324.66806738002,0.815567979921898,3030.4,72.290368996125,0.937165418496629,-0.02116173982461
716053083,Attrited Customer,30.6,M,2.2,Graduate,Married,$120K +,Blue,18.8,1.5,1.7,4.7,28581.2,40.4328844437865,28540.7671155562,0.49203126315354,873,13.2393038504961,0.952084168211744,-0.027746079695283
717667833,Existing Customer,36.3,M,-0.5,Graduate,Married,$40K - $60K,Blue,40.3,4.1,1.9,2.9,4171.7,1800.66949401973,2371.03050598027,0.873072213152292,1860.4,37.6035186484218,1.0573456570313,0.391064708037308
716998608,Existing Customer,50.5,M,3.6,Graduate,Unknown,$60K - $80K,Blue,39.6,3.8,3.7,1.4,6663.7,1590.59221614601,5073.10778385399,0.620321211144615,1824.8,42.5947376711911,0.690151373074875,0.156933190534842
794485158,Existing Customer,37.5,M,3.5,Unknown,Married,$80K - $120K,Blue,17.5,5.9,1.7,1.6,1937,1300.77487417534,636.22512582466,1.01455416498786,2629.8,39.6201976933596,1.42247628709364,0.584909942339692
711436083,Existing Customer,37,M,-0.5,Graduate,Married,Less than $40K,Blue,21.5,4.8,2.7,3.6,2565,1145.70519922026,1419.29480077974,0.906809082368875,2366.8,43.9966896848179,0.621603364962443,0.415195647442894
780374133,Existing Customer,31.2,M,-0.9,College,Single,$80K - $120K,Blue,21.8,4,2.9,2.3,7009,1876.49792824888,5132.50207175112,1.20161482638207,2131.8,53.7796618143094,1.00900883449291,0.268799829842195
708486033,Existing Customer,57.8,F,2.4,Post-Graduate,Married,Unknown,Blue,35.9,4.6,2.7,3.8,17020,1250.27308085913,15769.7269191409,0.268362376339471,1843.7,50.0749479896593,0.357200536530625,0.148869129331294
788788758,Existing Customer,59.7,F,1.2,College,Single,Unknown,Blue,38.1,5.8,0.5,2.7,7423.4,1584.19479303787,5839.20520696213,1.20106380926406,1774.3,51.79202991977,0.852031039304518,0.220739963988975
709635858,Existing Customer,53,F,3.6,Graduate,Married,Less than $40K,Blue,48.7,6.8,1.9,2.6,2798.4,568.910768179356,2229.48923182064,0.817836491566563,1386.5,28.9577186037272,0.389529685667042,0.020074695561598
789701658,Existing Customer,26.2,M,-0.7,College,Single,$40K - $60K,Blue,8.1,3.1,2,2.6,1525.3,1046.85176932641,478.44823067359,0.626741761862186,1996.6,32.2817395476487,0.931845112464959,0.514534104397189
717013383,Existing Customer,52.8,M,1.8,High School,Married,$80K - $120K,Blue,43.8,4.8,2.4,3.9,30694.6,2099.34747632288,28595.2525236771,1.09065186133099,2960.8,51.0569791701311,1.04867797754612,0.03881420454016
712634133,Existing Customer,52.1,F,3,Graduate,Married,Less than $40K,Blue,47.8,3.5,1.2,3.1,2785.1,1617.54264538176,1167.55735461824,0.608340128922398,1523.4,40.698589784811,0.264708017489013,0.578048810942747
713016633,Existing Customer,46.3,M,1.7,High School,Single,$60K - $80K,Blue,40.5,4.3,2.4,2.1,4822.4,1586.91295557962,3235.48704442038,0.753977550859435,1908.6,37.8828172250333,0.808492298570368,0.280568132895627
814471983,Existing Customer,44.6,M,3.5,High School,Divorced,$80K - $120K,Blue,39.4,4.2,3.8,3,27016.5,-120.250952598542,27136.7509525985,0.834126313205152,1370.7,40.4163315184151,0.872253993402152,-0.065664663267753
716692683,Existing Customer,29.5,M,2.6,College,Single,$40K - $60K,Blue,17.9,2.2,0.1,3.9,9425.8,-99.9499758544308,9525.74997585443,1.01375721350753,2488.7,48.6798531513226,0.761077405993317,0.066698920601849
716038533,Existing Customer,43.2,F,4,Graduate,Unknown,Less than $40K,Blue,32.3,3.2,0.4,2.7,7073.8,1265.89830607758,5807.90169392242,0.992766922594991,1294.6,36.6088136533645,0.446758570522498,0.195605188717344
709783908,Existing Customer,53.8,F,2.1,Unknown,Married,Less than $40K,Blue,47.4,7.2,2.7,1.2,2840.1,764.32286717116,2075.77713282884,0.52040575357895,1852.8,52.9368670984077,0.468397633414937,0.448620395452679
812788233,Existing Customer,28.9,F,1.1,Graduate,Married,Less than $40K,Blue,16.7,2,1.6,4.3,6173.2,792.534311836005,5380.665688164,0.595272118940731,2301.8,47.5885533743712,0.445308339614523,0.267122283897647
772452783,Existing Customer,40.7,M,1.2,Unknown,Married,$40K - $60K,Blue,32.7,5.9,1.7,1.8,4447,1434.03192538357,3012.96807461643,0.564583210036191,1772.6,43.8522580417453,1.14407808857773,0.306214425748869
714002658,Existing Customer,47.2,M,0.6,Unknown,Married,$120K +,Blue,37.5,3.4,3.2,2.8,27661.3,1605.13670844921,26056.1632915508,0.315913042608817,1624.6,31.1654564964782,0.869784844092903,0.05956613979616
808681158,Existing Customer,58.4,M,1.1,Graduate,Married,$80K - $120K,Blue,47.8,3.8,6.9,3.8,2813.7,2635.91057670223,177.78942329777,0.591739096207358,1207.7,28.9843153498352,0.16909652205468,0.993380874063577
714618333,Existing Customer,38.3,F,0.2,Doctorate,Married,Unknown,Blue,38.8,2.7,2.9,5,9552.1,2666.02050944291,6886.07949055709,0.811232780989415,1433.8,29.2169786293306,0.558689181887547,0.158759997286099
794504658,Existing Customer,40.6,M,3,Unknown,Married,$60K - $80K,Blue,21.2,4.3,3.6,-0.9,5567.4,2228.80665320736,3338.59334679264,0.581521114901691,1640.5,40.0752308506106,0.899568224877981,0.251096330859562
712765158,Existing Customer,28.8,F,-0.1,High School,Single,Less than $40K,Blue,12.3,6.3,2.6,3.6,2787.6,2120.14792905559,667.45207094441,0.87511342679438,2158.8,53.6413893640948,0.2601753838222,0.812805403147856
720662508,Existing Customer,38.5,M,2.2,Graduate,Married,$120K +,Blue,25.8,7.2,3,2.9,6111,946.613954742517,5164.38604525748,1.20304814332455,1768.4,42.356700456733,0.341481236556739,0.22775440655986
708623283,Existing Customer,33.9,M,1.4,Uneducated,Single,$60K - $80K,Blue,19.5,4.5,2.4,3,18420.5,339.259857262952,18081.2401427371,0.643577306972793,1973.9,55.7702230018018,1.2055835909812,-0.052124275967512
813247083,Existing Customer,38.9,M,2.3,Graduate,Married,$80K - $120K,Blue,28.1,2.7,3.1,1,15579.6,514.023552903343,15065.5764470967,1.06617994012865,1300.6,26.97477265744,1.08960794715062,0.06950872428309
811915383,Existing Customer,33.8,M,2.4,Uneducated,Married,$40K - $60K,Blue,29.1,8,1.3,1.5,3733.1,2157.23244297229,1575.86755702771,1.26154339695725,2580.6,47.6986393309715,0.611985838531204,0.725722298618548
820288233,Existing Customer,23.9,F,-1.2,Uneducated,Single,Less than $40K,Blue,22.7,4.4,2.7,3.9,874.1,-104.225327166976,978.325327166976,1.022058614183,2950.2,37.5012042817801,0.563980237007735,-0.022069499219108
717511533,Existing Customer,30.3,M,1.8,Graduate,Single,Less than $40K,Blue,33.8,3.8,1.9,4,1624.8,971.822481188644,652.977518811356,0.756065048924336,2894.7,92.7944344389675,1.1218155791178,0.786629961273438
717413658,Existing Customer,43.9,M,4.1,High School,Married,$40K - $60K,Blue,33.1,5.3,2.5,3,2085.4,697.411656299636,1387.98834370036,0.831976775923107,2225.9,43.2003183861029,0.861902314868154,0.727976808555226
715934283,Existing Customer,38.2,F,3.6,High School,Single,$40K - $60K,Blue,23.6,7.1,2.8,1.6,2649.1,1500.53957878411,1148.56042121589,1.13579621714024,2862,62.4998064366601,1.26286092930404,0.560646264248026
717499083,Existing Customer,37.2,M,-1.3,Unknown,Single,$60K - $80K,Blue,32.8,1.6,0.2,2.9,16947.4,-283.113991518054,17230.5139915181,0.874191041331818,2948.5,80.9781806463332,0.599770163053467,0.026113980567402
709219533,Existing Customer,52.4,M,4.4,High School,Married,$60K - $80K,Blue,45.8,1.7,1.8,0.6,2115,947.081680752231,1167.91831924777,0.405714396209108,1131.1,40.1382652900936,0.606330284975904,0.471101690502182
788259558,Existing Customer,61.8,M,-0.5,Unknown,Married,Less than $40K,Blue,50.7,5.5,3.3,4.9,1384.2,561.590293362865,822.609706637135,0.64546644088242,1708.2,29.0018800194594,1.26436442813309,0.678476875193107
789577833,Existing Customer,53.8,M,1.5,Graduate,Married,$120K +,Blue,51.5,2.2,1,4,8742.5,1491.06114181186,7251.43885818814,0.970795732550512,754.2,22.314927952894,1.1237851639465,0.256149933788978
787570758,Existing Customer,34.8,M,0.1,Uneducated,Married,$120K +,Blue,22.5,3,3.5,3.4,2443.2,2009.52532840288,433.67467159712,0.842445840325707,1901.8,48.1284352117438,0.520526207156129,0.520983403905886
720371733,Existing Customer,56.7,F,-0.8,Graduate,Married,Less than $40K,Blue,48.5,3.8,2.7,1.4,2663.4,532.844811383234,2130.55518861677,0.543959340279654,1408.4,41.9273881890843,0.490333430273292,0.442913779583399
709583133,Existing Customer,52.3,M,3.4,Uneducated,Married,$40K - $60K,Blue,36.4,6.2,3.2,2.9,3882.8,1922.8101896223,1959.9898103777,0.835150468020833,1400.3,54.1277991594596,1.2719428783563,0.492115564760913
